tweet_id,screen_name,twitter_id,created_at,text,place,in_reply_to_status_id,quoted_status_id,favorite_count,retweet_count,followers_count,friends_count,retweet_id,lang,retweeted,topic
1519497021262073856,mundociclistico,116917364,2022-04-28 02:01:35,"#Giro2022  |  🇮🇹🏆🚴‍♂️🇨🇴Nueve ‘escarabajos’ con posibilidades de asistir a la edición 105 del Giro de Italia 🇮🇹 🚴‍♂️🔥🏆🇨🇴👏

#ElPortalDelCiclismo #ciclismo #Giro #GirodeItalia #CorsaRosa #VamosEscarabajos #cyclinglife 

https://t.co/7a98QK1Mg7",,,,9,2,65939,3191,,es,0,giro
1519411506747686912,mundociclistico,116917364,2022-04-27 20:21:47,"#Giro2022  |  🇮🇹🏆🚴‍♂️🇨🇴Harold Tejada será inicialista por segunda vez el  🇮🇹 Giro de Italia; tercera participación en una ‘Gran Vuelta’ 🇮🇹 🚴‍♂️🔥🏆🇨🇴👏

#ElPortalDelCiclismo #ciclismo #Giro #GirodeItalia #CorsaRosa #VamosEscarabajos #cyclinglife 

https://t.co/wl0AlPk4T5",,,,17,2,65939,3191,,es,0,giro
1519376086005600260,ZS20182,1235391174514536452,2022-04-27 18:01:02,"¿Favorito para el Giro?
El mío es Almeida.
❌🇮🇹
#Giro #Ciclismo https://t.co/NHO3xHibzH",,,,109,2,706,575,,es,0,giro
1519368279076315136,CiclismoInter,2431130936,2022-04-27 17:30:00,#LoMásLeído Jumbo-Visma confirmó su tridente para buscar la corona en el Giro d'Italia: https://t.co/2bKm8XoKkh #Giro #TDR2022 https://t.co/jiQBXulY3P,,,,25,1,49072,170,,es,0,giro
1519361179491131395,ltbittar,500895181,2022-04-27 17:01:48,@directvgobrasil Estaremos juntos no #Giro,,1519361000885178368,,6,0,4246,922,,es,0,giro
1519353898196250625,ParisRoubet,1373962899962626052,2022-04-27 16:32:52,Aquí está! Para el que quiera pasar un buen rato y vivir el #Giro de una manera diferente. Proyecto ilusionante en el que vamos a poner toda dedicación para que vaya mejorando en cada GV. https://t.co/bUuMlqfun8,,,1519352962191171584,3,1,97,215,,es,0,giro
1519336895716671490,destroyergijon,370930703,2022-04-27 15:25:18,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/1upN0JB9hb",,,,0,0,142,314,,es,0,giro
1519297032594329600,RadioPedalEC,1410180421590171650,2022-04-27 12:46:54,"#Giro 🇮🇹 2022 | 🔴 #EnVivo 📺 del 6 al 29 de Mayo 🗓️
.
Síguenos en nuestras redes sociales 📣
.
➡️ @RadioPedalEC 🚴
➡️ @radiolacalle 🎤
.
.
📲 Únete a Telegram 📣 y recibe LINK
👉 https://t.co/eCSIqVbZ4m 👈
.
#ForzaCarapaz #Ciclismo #Ecuador #RadioPedal #Carapaz #Cepeda #Caicedo https://t.co/gWt3GESPmm",,,,26,5,455,464,,es,0,giro
1519238164895961088,sergioyustos_,457391893,2022-04-27 08:52:59,"Atentos que en los próximas horas empiezan las novedades respecto al #Giro 🇮🇹 

Se vienen cosas,  colaborando con @ParisRoubet o @highcycling_ entre otros. https://t.co/qMoMSERGah",,,,32,5,4470,512,,es,0,giro
1519167974283882497,GmolasherL,148645332,2022-04-27 04:14:04,#Recuerda que #tienes el #poder para #dar un #giro #radical a tu #vida #Max #Spencer #Weed #GmolasherL https://t.co/0GLXO4Fo3g,"San José, Costa Rica",,,0,0,299,296,,es,0,giro
1519119890090659840,CiclismoInter,2431130936,2022-04-27 01:03:00,Jumbo-Visma confirmó su tridente para buscar la corona en el Giro d'Italia: https://t.co/2bKm8XGlbP #Giro #TDR2022,,,,19,0,49072,170,,es,0,giro
1519090194376404992,CiclismoInter,2431130936,2022-04-26 23:05:00,Ilan van Wilder se perderá el Giro d’Italia 2022: https://t.co/WH8AoOQ9PI #Giro #TDR2022 https://t.co/Qb7xxkj94i,,,,14,0,49072,170,,es,0,giro
1519061711625629697,felicycling,1454220076312301572,2022-04-26 21:11:49,"La encuesta esta a punto de llegar a los 500 votos. Se igualan los votos entre el #Giro y el ##Tour. Por la mañana estaban 47% Giro y 41% Tour, ahora estan 45% Giro y 44% Tour. https://t.co/QxMPAOgCDl",,,1518694258131222528,4,0,791,349,,es,0,giro
1519011789421301761,mundociclistico,116917364,2022-04-26 17:53:27,"#Giro2022  |  🇮🇹🏆🚴🇨🇴A diez días del Giro de Italia 2022; 7 colombianos aparecen en la lista provisional 🇮🇹 🚴‍♂️🔥🏆🇨🇴👏

#ElPortalDelCiclismo #ciclismo #Giro #GirodeItalia #CorsaRosa #VamosEscarabajos #cyclinglife 

https://t.co/szMst3qdRr",,,,11,2,65939,3191,,es,0,giro
1518996444136546304,PedaleandoDatos,1387789150540210184,2022-04-26 16:52:28,"9⃣ días para el inicio del Giro d'Italia 2022

9⃣ | victorias en una edicioón consiguió @Alepetacchi 🇮🇹 en 2004

El mayor número de victorias en una edición después de la 2da Guerra Mundial
Petacchi es el único ciclista con 8+ etapas y no liderar la CG de ese Giro

#Giro105 #Giro",,,,1,0,67,22,,es,0,giro
1518993275570597888,PedaleandoDatos,1387789150540210184,2022-04-26 16:39:53,"9⃣ días para el inicio del Giro d'Italia 2022:

9⃣ | naciones han ganado el #Giro al menos 2 veces:

🇮🇹 68
🇧🇪 7
🇫🇷 6
🇪🇸 4
🇷🇺 3
🇨🇭 3
🇨🇴 2
🇱🇺 2
🇬🇧 2

#Giro #Giro2022 
@giroditalia",,,,0,0,67,22,,es,0,giro
1518990909932773376,PedaleandoDatos,1387789150540210184,2022-04-26 16:30:29,"9⃣ días para el inicio del Giro d'Italia 2022:

9⃣ | es el número máximo de apariciones en el podio para un ciclista: FELICE GIMONDI

3x🥇 | 67, 69, 76
2x🥈 | 70, 73
4x🥉 | 65, 68, 74, 75

#Giro #Giro2022 @giroditalia",,,,2,0,67,22,,es,0,giro
1518990904958365697,CiclismoInter,2431130936,2022-04-26 16:30:27,Jumbo-Visma confirmó su tridente para buscar la corona en el Giro d'Italia: https://t.co/2bKm8XoKkh #Giro #TDR2022 https://t.co/v3UQHJ2xAq,,,,29,2,49072,170,,es,0,giro
1518965413455011845,CiclismoInter,2431130936,2022-04-26 14:49:10,Ilan van Wilder se perderá el Giro d’Italia 2022: https://t.co/WH8AoP7Lei #Giro #TDR2022 https://t.co/hkZknDbtUp,,,,2,0,49072,170,,es,0,giro
1518956314642333696,Modo_Ciclismo,1957686956,2022-04-26 14:13:00,"#LBL2022
#Giro 

Ilan Van Wilder tuvo complicaciones en su lesión de mandíbula.
Julian Alaphilippe necesita más tiempo de observación por la complejidad de sus lesiones. 
 https://t.co/IG5P4Yz00N",,,,0,0,4555,1493,,es,0,giro
1518931121903480833,tralariu,3030873749,2022-04-26 12:32:54,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/DYIPKEpNM3",,,,0,0,162,317,,es,0,giro
1518896321926733824,felicycling,1454220076312301572,2022-04-26 10:14:37,"#TourdeRomandie

Lista de los equipos participantes y los ciclistas que llevan al Tour.  Tour que sirve para ya prepararse para el #Giro que empieza en 10 dias. https://t.co/FRMDZE1daq",,,,1,2,791,349,,es,0,giro
1518870906491346944,_davogarcia,836103992,2022-04-26 08:33:38,"Se va acercando el #Giro 👀 ¡Qué ganas de la primera Gran Vuelta!

Café y previa de Romandía ☕️ https://t.co/umwDxsYH6c",,,1518869978132455424,5,0,2430,856,,es,0,giro
1518866396297535489,felicycling,1454220076312301572,2022-04-26 08:15:42,"Me esperaba que más gente votará el #Tour antes que el #Giro, y de la misma manera esperaba algunos votos más para la #Vuelta.

Y tu? Cuál es tu grand tour favorito en la temporada ciclista?

Vota aqui 👇👇 https://t.co/QxMPAOgCDl",,,1518694258131222528,1,0,791,349,,es,0,giro
1518850389495455745,lauzazpi,1348812722,2022-04-26 07:12:06,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/etbgNkVOA6",,,,0,0,460,885,,es,0,giro
1518827945871167491,hugosanchez_3,623959925,2022-04-26 05:42:55,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/docLBEIdG7",,,,0,0,445,1980,,es,0,giro
1518711739109580802,tropela_es,2288375995,2022-04-25 22:01:09,"Ya sabéis que tenéis abierto el plazo para enviar vuestra quiniela para la primera Grande de la temporada, el #Giro.

Y hasta mañana podéis ir rematando vuestras quinielas para el #TDR2022. https://t.co/usvsRgQQE9",,,,0,0,1354,171,,es,0,giro
1518710228384161795,Anttohon,242489737,2022-04-25 21:55:09,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/VNm9QhoG3t",,,,0,0,94,372,,es,0,giro
1518697355775725569,CiclismoInter,2431130936,2022-04-25 21:04:00,“Carapaz está en el mejor momento de su carrera y quiere ganar Giro y Vuelta este año”: https://t.co/V95XNWCmws #Ciclismo #Giro https://t.co/2VT8KpcFgi,,,,252,18,49072,170,,es,0,giro
1518675545516613633,markelguti,563759609,2022-04-25 19:37:20,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/oXSjCmTWgh",,,,0,0,343,453,,es,0,giro
1518668057366999042,anchellosca,542437267,2022-04-25 19:07:35,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/zbYN4hRJDT",,,,0,0,76,781,,es,0,giro
1518666929132781568,felicycling,1454220076312301572,2022-04-25 19:03:06,"Cuántos días quedan para el @giroditalia @NairoQuinCo ??

#Giro #giroditalia #grandepartenza https://t.co/Imv8D8xvbb",,,,4,2,791,349,,es,0,giro
1518663565917495297,CarlosLacoma,302503163,2022-04-25 18:49:44,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/BXfOSU7rIl",,,,0,0,55,235,,es,0,giro
1518648135970607106,mlopez_16,213677551,2022-04-25 17:48:25,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/L45hhVUWfP",,,,1,0,737,702,,es,0,giro
1518646331614666752,AlexCedron,188931444,2022-04-25 17:41:15,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/fnaUZpZsgC",,,,0,0,459,421,,es,0,giro
1518602341137719298,anderbask,466747226,2022-04-25 14:46:27,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/EDE0ERo6EG",,,,0,0,353,635,,es,0,giro
1518593888608526339,sergioyustos_,457391893,2022-04-25 14:12:51,"📍Mini previa Tour de Romandie 🇨🇭📍

En los prolegómenos del #Giro d'Italia, se disputa la 75ª edición de la vuelta Suiza. Encavada en el World Tour y con una participación... ¿Buena? #TDR22 

¡Dentro hilo! 🧵👇 https://t.co/qUlXsQ40gb",,,,96,16,4470,512,,es,0,giro
1518591078382940160,mundociclistico,116917364,2022-04-25 14:01:41,"#Giro2022  |  🇮🇹🏆🚴🇨🇴Cada vez más cerca el Giro de Italia 2022; 7 colombianos aparecen en la lista provisional 🇮🇹 🚴‍♂️🔥🏆🇨🇴👏

#ElPortalDelCiclismo #ciclismo #Giro #GirodeItalia #CorsaRosa #VamosEscarabajos #cyclinglife 

https://t.co/szMst3qdRr",,,,5,1,65939,3191,,es,0,giro
1518561609614077958,CiclismoInter,2431130936,2022-04-25 12:04:35,“Carapaz está en el mejor momento de su carrera y quiere ganar Giro y Vuelta este año”: https://t.co/V95XNWCmws #Ciclismo #Giro https://t.co/2mXZUcMARp,,,,537,44,49072,170,,es,0,giro
1518557831594745856,AVKEY8,130470783,2022-04-25 11:49:35,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/Ja7bkgw0vW",,,,0,0,157,839,,es,0,giro
1518534327163932674,arri_mbp,135604252,2022-04-25 10:16:11,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/ggZ7YskoSF",,,,0,0,214,803,,es,0,giro
1518511866519212032,ciclistadicto,2611560804,2022-04-25 08:46:56,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/Vht6T7JPGB",,,,0,0,1133,1150,,es,0,giro
1518500885898440705,mareaciclista,1280970551994077185,2022-04-25 08:03:18,"🚴🇨🇴 Einer Rubio liderará al @Movistar_Team en el Tour de Romandia 🇨🇭 

Coincidirá, al igual que le ocurrió en el #TotA, con corredores que disputarán el #Giro 

@Einerrubio1 https://t.co/dx0WR4pmSr",,,,0,0,52,45,,es,0,giro
1518454255736217600,19Mikel79,252604454,2022-04-25 04:58:00,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/q9FgBMKFqZ",,,,0,0,177,470,,es,0,giro
1518400138531725312,Modo_Ciclismo,1957686956,2022-04-25 01:22:58,"#Giro 
#Giro2022
Cada vez falta poco, Richard Carapaz 🇪🇨 sigue trabajando en CRI y recorridos de altura.
Falta poco para el Giro de Italia 🇮🇹.
📸 @RichardCarapazM https://t.co/I2sO4ODP6Z",,,,266,31,4555,1493,,es,0,giro
1518384376236716038,Noticiclismo1,3207959019,2022-04-25 00:20:20,"🏔 Conoce las cinco etapas de Giro de Italia 2022 que podrían ser decisivas para conocer al eventual ganador de la Gran Vuelta italiana. 🇮🇹 #Giro #Giroditalia #Giro105 #Ciclismo #Noticiclismo
https://t.co/Ap7YDbVTr0",,,,2,1,5309,730,,es,0,giro
1518331191274917889,CimaCoppi_,1314169143537668097,2022-04-24 20:48:59,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/W2TFxx4AXx",,,,0,0,1162,341,,es,0,giro
1518287779221979136,perrifilms,2749457693,2022-04-24 17:56:29,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/fcdJBkWAE0",,,,0,0,444,460,,es,0,giro
1518284462152466434,GorkaFUP,2248420895,2022-04-24 17:43:18,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/0qsWJco1Wb",,,,0,0,162,211,,es,0,giro
1518281587196104709,JokinRuizdeAzua,510662530,2022-04-24 17:31:53,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/yPMGqgPNwp",,,,0,0,157,167,,es,0,giro
1518248066851164161,delaRiva13,112267505,2022-04-24 15:18:41,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/5ICpuNnuM0",,,,0,0,623,1864,,es,0,giro
1518243110656032771,ismahernandez21,1034596878,2022-04-24 14:58:59,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/D9nDGDJFDf",,,,0,0,38,258,,es,0,giro
1518219230709223425,Montxohache,159169273,2022-04-24 13:24:06,"Acabo de formar mi equipo para la competición ""Giro de Italia 2022"", participa tu también! #tropela 🇮🇹 #Giro https://t.co/fFCC8pVUHP",,,,0,0,420,1015,,es,0,giro
1518213840852430848,CiclismoInter,2431130936,2022-04-24 13:02:41,Se busca que el Giro d’Italia 2025 acabe con un final en alto en el Stelvio: https://t.co/npGc9v5CtD #Giro #Ciclismo https://t.co/t0ZJuZATSo,,,,48,5,49072,170,,es,0,giro
1521223602888187910,InvictosSomos,4488217998,2022-05-02 20:22:24,"Son ¡¡6 GOLES!! en sus últimos 4 partidos con el Manchester United. Sí, con 37 años. Sí, en un equipo en crisis. Y sí, en medio de una triste y delicada situación personal. Qué grande es Cristiano Ronaldo dos Santos Aveiro. El futbolista más decisivo de la historia. INMENSO. https://t.co/YyZLupkonr",,,,3314,475,931293,1902,,es,0,cristiano ronaldo
1521197933667958787,InvictosSomos,4488217998,2022-05-02 18:40:24,"Hoy hace exactamente 5 años, Cristiano Ronaldo le marcaba un HAT-TRICK al Atlético de Madrid en una semifinales de UEFA Champions League celebradas en el Santiago Bernabéu. De esas noches que no se olvidan. Simplemente MR. CHAMPIONS. https://t.co/bjcGUCDr3G",,,,5297,478,931293,1902,,es,0,cristiano ronaldo
1521169227159326721,marca,15095537,2022-05-02 16:46:20,"🧐 ¿𝑬𝒍 𝒖́𝒍𝒕𝒊𝒎𝒐 𝒃𝒂𝒊𝒍𝒆? 

📰 En Inglaterra aseguran que Cristiano Ronaldo podría regresar al Real Madrid 

https://t.co/he3CAIOeWk https://t.co/x10NBZi74n",,,,3091,231,6061777,1566,,es,0,cristiano ronaldo
1521169062499389441,remimimi5,1123658895698931712,2022-05-02 16:45:41,Manchester United : Cristiano Ronaldo encore récompensé ! https://t.co/nx0FaHMEBv,,,,0,0,11,168,,es,0,cristiano ronaldo
1521168962423250946,liper92,3586685723,2022-05-02 16:45:17,@aassibarreto Cristiano Ronaldo,,1521083229658304512,,0,0,234,2755,,es,0,cristiano ronaldo
1521168902448992263,peopleenespanol,26757599,2022-05-02 16:45:02,"Sacando fuerzas de donde ha podido, la pareja de Cristiano Ronaldo rompe el silencio tras la pérdida de uno de sus mellizos, con mensaje estremecedor.  https://t.co/TpPcckeHAz",,,,1,0,1349951,883,,es,0,cristiano ronaldo
1521168384368521217,rvanguardia,111018390,2022-05-02 16:42:59,"Cristiano Ronaldo, un seguidor más de “Checo” Pérez - https://t.co/02B7hrsICY https://t.co/61eXco6uPx",,,,0,0,51,1,,es,0,cristiano ronaldo
1521168018595799040,ViaUshuaiaComAr,996050424590487552,2022-05-02 16:41:32,Georgina Rodríguez compartió unas sentidas palabras tras la muerte de su bebé junto a Cristiano Ronaldo | Entretenimiento https://t.co/rnKvtpNPIM,,,,0,0,359,288,,es,0,cristiano ronaldo
1521167234252554241,livefmcba,173712163,2022-05-02 16:38:25,Cristiano Ronaldo podría meter otro bombazo en el mercado de pases: ¿vuelve al Real Madrid? https://t.co/7SZIsAo1hu,,,,0,0,115,252,,es,0,cristiano ronaldo
1521166591630659584,Cr7stianismo_,1442168110870523921,2022-05-02 16:35:52,"@TR_M_E Cristiano Ronaldo, 5 Champions en 37 años.

VARça y Atlético juntos, 5 Champions en más de 120 años.",,1521160773598388224,,559,14,3122,3052,,es,0,cristiano ronaldo
1521166411623714821,vivalmtcs,313456023,2022-05-02 16:35:09,"#Espectáculos Cristiano Ronaldo presenta a su hija recién nacida. 👶🏻❤️

#VLM https://t.co/wHE3IpLEuc",,,,4,0,35432,7,,es,0,cristiano ronaldo
1521166157335592962,tuitsdecarbon,724384250288443392,2022-05-02 16:34:08,Los tuits de Cristiano Ronaldo gastarán 550kg de carbón,,,,0,0,37,1,,es,0,cristiano ronaldo
1521166108488867842,PaolaGil_4,1244507131434405888,2022-05-02 16:33:56,"HOY ES UN DÍA DIFERENTE, HOY JUEGA DON CRISTIANO RONALDO DOS SANTOS AVEIRO ❤️",,,,0,0,247,1578,,es,0,cristiano ronaldo
1521166004965060608,CharlieAguilarD,833415653042356224,2022-05-02 16:33:32,"@PMar7inezz @Cristiano Ahora si la afición lo ama pero casi toda la temporada le digieron ""el problema"" y hasta le pitaron en casa contra el norwich (y ronaldo respondió con un Hattrick) esta temporada a sido de todo menos respeto y amor hacia ronaldo el hombre que los cargo hasta el final",,1521121913682202624,,0,0,13,153,,es,0,cristiano ronaldo
1521165520044756992,Alabismo__,1479566498628870147,2022-05-02 16:31:36,"¿Te gustaría que Cristiano Ronaldo se retirase en el Real Madrid?
🔄 No. 
❤️ Sí. https://t.co/uHMR0wmI0m",,,,1516,33,7275,6555,,es,0,cristiano ronaldo
1521165460431114240,ralvarado_14,597809401,2022-05-02 16:31:22,"@cfortisa @pacogcaridad No tanto como los audios de ""favorcitos"" de Geri con Rubi.
Quizás no tan malo como llamarle tolili a Cristiano Ronaldo.",,1521143776454053888,,0,0,44,152,,es,0,cristiano ronaldo
1521165421407346689,Vyrtual_twit,1478381725373902851,2022-05-02 16:31:13,"@EduAguirre7 
Me podrías confirmar esto? 
Lo acabo de ver y me parece muy interesante;

Cristiano Ronaldo tiene la distinción de ser el único futbolista conocido en la historia profesional en marcar un gol en cada minuto de un partido.

Saludos crack. 
MrRhick",,,,0,0,58,328,,es,0,cristiano ronaldo
1521165396807766016,Cr7stianismo_,1442168110870523921,2022-05-02 16:31:07,"La única persona de la que me fío en cuanto a información de Cristiano Ronaldo (@CR7_O_LENDARIO en Instagram) ha dicho que el partido de hoy PUEDE SER el ÚLTIMO PARTIDO de CRISTIANO en Old Trafford.

¿Se confirma su adiós al United?",,,,1,0,3122,3052,,es,0,cristiano ronaldo
1521165349013626881,NgetheNgesh24,1487770488948539393,2022-05-02 16:30:55,@6ty9n Cristiano Ronaldo,,1521165120679911424,,0,0,153,1938,,es,0,cristiano ronaldo
1521165236128071682,Cr7Fran4ever,1956371485,2022-05-02 16:30:28,"Cristiano Ronaldo volviendo al Real Madrid 🤍

Lo firmo. Y tú? https://t.co/AyuGUubpRi",,,,144,15,249401,8147,,es,0,cristiano ronaldo
1521165117152325634,cadena_noticias,927156282,2022-05-02 16:30:00,"#CR7 | #ChecoPérez

Cristiano Ronaldo, un seguidor más de Checo Pérez.

CR7 sólo sigue a 514 personas en Instagram y uno de ellos es Checo Pérez.

Más información aquí ➡ https://t.co/JgBt64LbTK https://t.co/Jwrf3qx8oq",,,,1,0,4103,339,,es,0,cristiano ronaldo
1521165001070886916,ovacion,67378910,2022-05-02 16:29:32,"🚨🚨🚨 ATENCIÓN, ATENCIÓN...

https://t.co/Kl8Z9Xycc1",,,,0,0,19110,313,,es,0,cristiano ronaldo
1521164976454524929,BlueboyCR7,151821880,2022-05-02 16:29:26,"Cristiano Ronaldo llegando al Hotel Hyatt, para concentrarse y prepararse con el Manchester United, para el partido contra el Brentford. 
##CR7𓃵 https://t.co/fdtPDyzfZO",,,,114,10,13802,10237,,es,0,cristiano ronaldo
1521163761805144064,AAUniverso23,367785625,2022-05-02 16:24:37,"@AdriRM33 @Cristiano Que alguien le pregunté a este jugadorazo por q no nos ha felicitado por el título de liga, es uno de los pocos q no lo ha echo, Zidane tampoco y Ronaldo el gordo tampoco, mirarlo en sus redes veréis que no ahí nada",,1520928340328259584,,0,0,47,66,,es,0,cristiano ronaldo
1521163344434106370,Xanr19,1364514086000734208,2022-05-02 16:22:57,"Un día como hoy en 2017, Cristiano Ronaldo le marcaba un hat-trick al Atlético de Madrid por la Champions League  y nos regaló esta icónica celebración. https://t.co/HkT8dHgHo1",,,,0,0,1,6,,es,0,cristiano ronaldo
1521162742379388929,LaMega,50695149,2022-05-02 16:20:34,"""Por siempre amor"" Cristiano Ronaldo compartió conmovedora foto con su bebé https://t.co/KGQkMHYV7l https://t.co/bo9CxB0Qfs",,,,2,0,1485998,136,,es,0,cristiano ronaldo
1521162683617316866,TiroalMarco1,1403481199268466694,2022-05-02 16:20:20,"Cristiano Ronaldo fue elegido por los fanáticos, como el mejor jugador del mes de abril en el Manchester United. https://t.co/PffVyPqD2Z",,,,0,0,605,53,,es,0,cristiano ronaldo
1521162572799619078,PallaresRM,1248306395864354822,2022-05-02 16:19:53,"Hoy hacen 5 años. Champions, 20:45h, Antena 3 con Antonio Esteva y Cristiano Ronaldo junto a Zinedine Zidane.

2017, el peak de la vida.  https://t.co/A5mKFpNfXm",,,,100,16,3636,938,,es,0,cristiano ronaldo
1521162023035363330,hamza_6653,1057198982311612417,2022-05-02 16:17:42,@ChrisStonadge Cristiano Ronaldo 🫣🥴,,1521159612808019968,,0,0,99,415,,es,0,cristiano ronaldo
1521161986318372864,jariber45,2569579755,2022-05-02 16:17:34,"CRISTIANO RONALDO, destroza a Messi como jugador internacional en la dec... https://t.co/fCZBknKvPv a través de @YouTube",,,,0,0,58,205,,es,0,cristiano ronaldo
1521161623544733696,LEOMADRID89,1532493804,2022-05-02 16:16:07,@ESPN_FDJ Por favor como comparar esa basura de Hazard con la leyenda que es Cristiano Ronaldo,,1520830376855363584,,0,0,3,100,,es,0,cristiano ronaldo
1521161407873658881,ViaPaisOk,85646675,2022-05-02 16:15:16,Georgina Rodríguez compartió unas sentidas palabras tras la muerte de su bebé junto a Cristiano Ronaldo | Entretenimiento https://t.co/x810pNUToi,,,,0,0,5106,1239,,es,0,cristiano ronaldo
1521161407328305152,ViaBsAs,141635114,2022-05-02 16:15:15,Georgina Rodríguez compartió unas sentidas palabras tras la muerte de su bebé junto a Cristiano Ronaldo | Entretenimiento https://t.co/W6JwTBhYJr,,,,0,0,10030,1122,,es,0,cristiano ronaldo
1521161037994725380,LosTiemposBol,94438031,2022-05-02 16:13:47,El Plan C del Real Madrid en caso de no poder concretar la llegada de Kylian Mbappe: podría repatriar a Cristiano Ronaldo | Los Tiempos https://t.co/yyK1y2x1d5 https://t.co/0jXg0xD902,,,,1,0,428643,332,,es,0,cristiano ronaldo
1521160803835068418,torreon,8091552,2022-05-02 16:12:52,". @Cristiano Ronaldo es un seguidor más del piloto mexicano @SChecoPerez 
https://t.co/zXgdnYmLUx",,,,1,0,176685,289,,es,0,cristiano ronaldo
1521160773598388224,TR_M_E,1491527603232063491,2022-05-02 16:12:44,"@Cr7stianismo_ Cristiano Ronaldo, 2 ligas en 9 temporadas.

Douglas Pereira, 2 ligas en 2 temporadas.",,1521138980204556288,,106,2,56,139,,es,0,cristiano ronaldo
1521160405720047616,Derrick17306617,1504612177583423491,2022-05-02 16:11:17,"Minuto 7 y, como en Anfield, la afición del Arsenal se ha levantado para ovacionar a Cristiano Ronaldo. Esto es fútbol d…",,,,0,0,0,4,,es,0,cristiano ronaldo
1521160087867432962,ManUtd_Es,1613095693,2022-05-02 16:10:01,"🚀 Cristiano Ronaldo quiere continuar ampliando su cuenta personal en el club.

#MUFC #MUNBRE https://t.co/UJMp5rcoCm",,,,583,48,1262492,159,,es,0,cristiano ronaldo
1521159788188639233,ivan34mh,1521100181768392704,2022-05-02 16:08:49,"Quien preferís q este el real Madrid
💫Cristiano Ronaldo o Mbappé💫
Suigeme: Mbappé
Like: Cristiano",,,,1,0,0,29,,es,0,cristiano ronaldo
1521159565642981377,VilanovaFer1,1454107395722985472,2022-05-02 16:07:56,La emotiva imagen de Cristiano Ronaldo con su hija https://t.co/jqkWceKNsZ,,,,0,0,95,273,,es,0,cristiano ronaldo
1521159345786007552,moloxetiv25,1422933171046334471,2022-05-02 16:07:04,"Noticias deportivas hoy 2 de mayo, última hora | ¿Posible regreso de Cristiano Ronaldo al Real Madrid? https://t.co/hhJI3vyUt5",,,,0,0,25,54,,es,0,cristiano ronaldo
1521159113304166400,CaraotaDigital,171299971,2022-05-02 16:06:09,CR7 y Messi por fin podría jugar juntos en este poderoso club de Europa  💥 https://t.co/5OOO8hdZuR,,,,2,0,2001267,343,,es,0,cristiano ronaldo
1521158570905161729,evelyx19,490773968,2022-05-02 16:03:59,"@senrique11 @BlueboyCR7 @Cristiano Se quedará en el united, viva ronaldo 💯",,1521154337724157952,,1,0,4,60,,es,0,cristiano ronaldo
1521158270693556224,OptaJose,58766476,2022-05-02 16:02:48,"42 - Sin contar a Cristiano Ronaldo 🇵🇹, Karim Benzema 🇫🇷 es el primer jugador del @realmadrid que marca 42 goles en una misma temporada entre todas las competiciones desde Hugo Sánchez 🇲🇽 en la 89/90 (42 también). Desatado. https://t.co/ggghkKXDYB",,,,39,5,159733,1382,,es,0,cristiano ronaldo
